,Search,Tweet,Entered on,pos_score,neu_score,neg_score,compound_score,angry_score,fear_score,happy_score,sad_score,surprise_score
0,Affordable Care Act,georgians vote democratic senate candidates biden able pass amendments af ,2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Affordable Care Act,bullish talking aca affordable care act 2021 might possibility small stabili ,2020-11-19,0.242,0.758,0.0,0.4939,0.5,0.5,0.0,0.0,0.0
2,Affordable Care Act,affordable care bullshit insurance companies increased rates compensate inc ,2020-11-19,0.351,0.397,0.252,0.128,0.0,1.0,0.0,0.0,0.0
3,Affordable Care Act,oh could forget data prove tanking team blue ,2020-11-19,0.0,0.787,0.213,-0.2263,0.33,0.33,0.0,0.33,0.0
4,Affordable Care Act,ui sedu assistant professor legal studies tess dooley discusses supreme court decision determine fa ,2020-11-19,0.298,0.702,0.0,0.6249,0.0,1.0,0.0,0.0,0.0
5,Affordable Care Act,tonight need healthcare losing job affordable care act questions answered 6 pm ,2020-11-19,0.216,0.608,0.176,0.1531,0.0,0.75,0.0,0.25,0.0
6,Affordable Care Act,obama care also know affordable care act core provides insurance free preventative care however ,2020-11-19,0.563,0.437,0.0,0.9169,0.0,0.5,0.25,0.0,0.25
7,Affordable Care Act,fewer people enrolled private insurance 2018 relative 2009 aca effective ,2020-11-19,0.256,0.744,0.0,0.4767,0.0,1.0,0.0,0.0,0.0
8,Affordable Care Act,2020election behind us work begins anew reimagining future paving bolder path forwa ,2020-11-19,0.167,0.833,0.0,0.296,0.0,0.5,0.0,0.5,0.0
9,Affordable Care Act,work health care social policy come panel discussion december 3 hear legal e ,2020-11-19,0.343,0.657,0.0,0.5719,0.0,0.75,0.0,0.25,0.0
10,Affordable Care Act,make abortion accessible fight bold end hyde hyde amendment coverage bans put abor ,2020-11-19,0.16,0.679,0.16,0.0,0.0,0.33,0.0,0.67,0.0
11,Affordable Care Act,despite uncertain fate 81800 people signed 2021 obamacare coverage aca ,2020-11-19,0.173,0.827,0.0,0.2235,0.25,0.5,0.0,0.0,0.25
12,Affordable Care Act,last months taught us anything health care isnt something take granted one ,2020-11-19,0.214,0.669,0.116,0.3527,0.0,0.0,0.0,1.0,0.0
13,Affordable Care Act,heels thank birth control day free birth control cut unintended pregnancy income gap ,2020-11-19,0.324,0.559,0.117,0.5719,0.33,0.0,0.67,0.0,0.0
14,Affordable Care Act,affordable care act already requires federally recommended vaccines must covered cost patient ,2020-11-19,0.333,0.667,0.0,0.6124,0.0,0.67,0.0,0.0,0.33
15,Affordable Care Act,fight bold end hyde hyde coverage bans put abortion care reach many ,2020-11-19,0.394,0.457,0.149,0.5106,0.0,0.4,0.0,0.6,0.0
16,Affordable Care Act,containing covid fixing aca top joe biden health care list via slavitt ,2020-11-19,0.333,0.667,0.0,0.6124,0.5,0.0,0.0,0.0,0.5
17,Affordable Care Act,biden add retail therapy affordable care act ,2020-11-19,0.348,0.652,0.0,0.4939,0.0,0.5,0.0,0.5,0.0
18,Affordable Care Act,nope one people fall poor afford private insurance poor ,2020-11-19,0.0,0.53,0.47,-0.7351,0.0,1.0,0.0,0.0,0.0
19,Affordable Care Act,rahm would never affordable care act pronounced dead ,2020-11-19,0.0,0.464,0.536,-0.7862,0.0,1.0,0.0,0.0,0.0
20,Affordable Care Act,applying 2021 coverage new jerseys health insurance marketplace new jersey ,2020-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,Affordable Care Act,lgbtq rights reproductive health rights affordable care act new scotus justice amy coney ba ,2020-11-19,0.355,0.645,0.0,0.765,0.0,1.0,0.0,0.0,0.0
22,Affordable Care Act,covid 19 pandemic created major implications decisions regarding affordable care act ,2020-11-19,0.366,0.634,0.0,0.6369,0.0,0.67,0.33,0.0,0.0
23,Affordable Care Act,campaign kicking thursday called get covered 2021 contrasts lack outreach uninsured ,2020-11-19,0.157,0.672,0.172,-0.0516,0.0,0.5,0.0,0.0,0.5
24,Affordable Care Act,perry go take class government 101 learn draft pass legislation th ,2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,Affordable Care Act,coronavirus cases soar affordable care act debate ,2020-11-19,0.348,0.652,0.0,0.4939,0.0,1.0,0.0,0.0,0.0
26,Affordable Care Act,every american deserves access quality affordable health care especially pandemic house passed ,2020-11-19,0.225,0.775,0.0,0.4939,0.0,1.0,0.0,0.0,0.0
27,Affordable Care Act,whether getting paid paying someone else questions often arise whether seasonal workers affe ,2020-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,Affordable Care Act,oh plenty including passing affordable care act bailing g ,2020-11-19,0.314,0.686,0.0,0.4939,0.0,1.0,0.0,0.0,0.0
29,Affordable Care Act,almost began regret effort tweeting behalf support affordable care act ,2020-11-19,0.383,0.454,0.164,0.5233,0.0,0.5,0.0,0.0,0.5
30,Affordable Care Act,affordable care act 8f still waiting dump trump care outta luck ,2020-11-19,0.495,0.368,0.137,0.7783,0.0,0.25,0.25,0.0,0.5
31,Affordable Care Act,called affordable care act helped millions pay ,2020-11-19,0.333,0.521,0.146,0.4215,0.0,0.5,0.0,0.0,0.5
32,Affordable Care Act,today learning ashley trotto esq kennedy montgomery amp finley pc discussing affordab ,2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Affordable Care Act,fought hard protect right abortion ri coverage bans put care reach many nee ,2020-11-19,0.371,0.43,0.199,0.4939,0.14,0.29,0.14,0.43,0.0
34,Affordable Care Act,fight bold end hyde hyde coverage bans put abortion reach many wo ,2020-11-19,0.242,0.588,0.17,0.0258,0.0,0.4,0.0,0.6,0.0
35,Affordable Care Act,live nation people affordable care act obamacare ,2020-11-19,0.348,0.652,0.0,0.4939,0.0,1.0,0.0,0.0,0.0
36,Affordable Care Act,republicans suing overturn affordable care act win six people many americans ,2020-11-19,0.409,0.468,0.123,0.7096,0.0,0.5,0.0,0.5,0.0
37,Affordable Care Act,affordable care act signup period lasts dec 15 ,2020-11-19,0.314,0.686,0.0,0.4939,0.0,1.0,0.0,0.0,0.0
38,Affordable Care Act,affordable care act may great stands something build make g ,2020-11-19,0.51,0.49,0.0,0.8074,0.0,0.67,0.17,0.17,0.0
39,Affordable Care Act,back obama first term rush limbaugh called affordable care act civil rights bill bu ,2020-11-19,0.198,0.802,0.0,0.4939,0.0,0.5,0.25,0.0,0.25
40,Affordable Care Act,evidence healthcare plan sort plan ,2020-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,Affordable Care Act,knowingly commit act playing stupid word torture irrelevant tell hows affordable care act gop ,2020-11-19,0.306,0.383,0.311,-0.2732,0.2,0.6,0.0,0.2,0.0
42,Affordable Care Act,must know alienating voters putting mpp seats risk act voter interests mus ,2020-11-19,0.142,0.709,0.149,-0.0258,0.0,0.0,0.5,0.5,0.0
43,Affordable Care Act,1971 president nixon vetoed comprehensive child development bill offered local affordable high ,2020-11-19,0.154,0.846,0.0,0.25,0.0,1.0,0.0,0.0,0.0
44,Affordable Care Act,currently uninsured global pandemic call affordable care act line try get coverage ,2020-11-19,0.225,0.775,0.0,0.4939,0.0,1.0,0.0,0.0,0.0
45,Affordable Care Act,healthcare reform patient protection affordable car ,2020-11-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,Affordable Care Act,yesterday harvard lgbtq joined aids_ united ccr ncl rights trans equality lgbt bar translawyers ,2020-11-19,0.177,0.823,0.0,0.4215,0.0,1.0,0.0,0.0,0.0
47,Affordable Care Act,,2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Affordable Care Act,seriously gotta stop watching fox oan news max precisely ,2020-11-19,0.0,0.642,0.358,-0.4404,0.0,0.0,0.0,0.5,0.5
49,Affordable Care Act,give miami day support health justice challenges profound florida one 12 states ,2020-11-19,0.451,0.549,0.0,0.7506,0.0,0.6,0.2,0.2,0.0
50,Affordable Care Act,also members federalist society conservative legal organization tend records ,2020-11-19,0.158,0.842,0.0,0.128,0.0,0.0,0.0,0.0,0.0
51,Affordable Care Act,promised taxes promised infrastructure promised repeal affordable car ,2020-11-19,0.6,0.4,0.0,0.7579,0.0,0.25,0.0,0.75,0.0
52,Affordable Care Act,sue rubio taking risk corridors intentionally driving market prices ,2020-11-19,0.0,0.792,0.208,-0.2732,0.0,0.67,0.0,0.0,0.33
53,Affordable Care Act,fighting hard make sure illness doesnt mean financial ruin bankruptcy thi ,2020-11-19,0.299,0.334,0.367,-0.0588,0.2,0.2,0.0,0.6,0.0
54,Affordable Care Act,affordable care acts open enrollment period ends december 15 check 3 strategies make selecting 20 ,2020-11-19,0.198,0.802,0.0,0.4939,0.0,0.8,0.0,0.2,0.0
55,Affordable Care Act,greatly reduce economic burden make health care much much cheaper affordable c ,2020-11-19,0.208,0.586,0.206,0.0094,0.0,0.5,0.25,0.25,0.0
56,Affordable Care Act,reminds fact half republicans opposed affordable care act ,2020-11-19,0.314,0.686,0.0,0.4939,0.0,1.0,0.0,0.0,0.0
57,Affordable Care Act,surprising affordable care act govt established panels ,2020-11-19,0.515,0.485,0.0,0.6486,0.0,0.5,0.0,0.25,0.25
58,Affordable Care Act,obama faking interest liberal politics 40 years convincing worked way way ,2020-11-19,0.345,0.485,0.17,0.4404,0.0,0.5,0.25,0.25,0.0
59,Affordable Care Act,lgbtq rights reproductive health rights affordable care act new scotus justice amy coney ba ,2020-11-19,0.355,0.645,0.0,0.765,0.0,1.0,0.0,0.0,0.0
