,Search,Tweet,Entered on
0,Trump -filter:retweets,release kraken mr president trump ,2020-11-17
1,Trump -filter:retweets,according established rules annoyed clear message would comp ,2020-11-17
2,Trump -filter:retweets,hope keeping detailed records shut ou ,2020-11-17
3,Trump -filter:retweets,pray trump deal civil lawsuits least rest life ,2020-11-17
4,Trump -filter:retweets,pence pompeo last days talk trump bombing iran think gonna stop ,2020-11-17
5,Trump -filter:retweets,old remember right winger hardly marxian analysis note activel ,2020-11-17
6,Trump -filter:retweets,lets call trump vaccine ,2020-11-17
7,Trump -filter:retweets,hate ilhan omar goes trump supporters compares pro trump events klan rallies ,2020-11-17
8,Trump -filter:retweets,says trump enabler ally senate guys really push limits shamelessness unimaginable heights ,2020-11-17
9,Trump -filter:retweets,ca stand trump follow entertainment alone reason either dude ,2020-11-17
10,Trump -filter:retweets,like many supporters fold asked million dollar question look p ,2020-11-17
11,Trump -filter:retweets,scorched earth campaign hitler thing last month reign trump like viol ,2020-11-17
12,Trump -filter:retweets,last time didnt completely fuck whatever stunt trying pull trum ,2020-11-17
13,Trump -filter:retweets,spot analysis r willingness amp desire covid relief think wed well g ,2020-11-17
14,Trump -filter:retweets,obama bloodthirsty imperalist massacred blacks brown people across th ,2020-11-17
15,Trump -filter:retweets,usps completely hobbled bogus trump appointee intent destroy confidence usps good luck ,2020-11-17
16,Trump -filter:retweets,yes fundraising pay campaign debt trump paying back w ,2020-11-17
17,Trump -filter:retweets,chair progressive democrats describing use dominion software stea ,2020-11-17
18,Trump -filter:retweets,well short memories lynch mob clinton obama sights set taking ,2020-11-17
19,Trump -filter:retweets,based campaign past better present trump make america gr ,2020-11-17
20,Trump -filter:retweets,trump campaign official admits campaign still looking evidence election fraud via politicususa ,2020-11-17
21,Trump -filter:retweets,president elect biden wary trump focused investigations sources say hey kristen cia ,2020-11-17
22,Trump -filter:retweets,glenn beck called community organzing soros bill ayers comp ,2020-11-17
23,Trump -filter:retweets,trump thought could get elected definitely would ,2020-11-17
24,Trump -filter:retweets,thing expected trump deal going look like uk ,2020-11-17
25,Trump -filter:retweets,gop didnt sit trump tapped lobbyist billionaire donors cronies lead g ,2020-11-17
