,Search,Tweet,Entered on
0,Trump -filter:retweets,communication triggering unification twitter facebook still playing trump game pro ,2020-11-20
1,Trump -filter:retweets,trump adminstration certainly virus ,2020-11-20
2,Trump -filter:retweets,yawn isnt trump talked americans dying ,2020-11-20
3,Trump -filter:retweets,money democrats accuse mnuchin sabotaging economy dispute fed trump administration proposal ta ,2020-11-20
4,Trump -filter:retweets,neither harris one time pence trump media temper tantrum ,2020-11-20
5,Trump -filter:retweets,gop sense tell trump wanting another recount last thing need ,2020-11-20
6,Trump -filter:retweets,kaitlan go girl mature ps act like brat wa ,2020-11-20
7,Trump -filter:retweets,prior today hadnt held press conference since ,2020-11-20
8,Trump -filter:retweets,trump leave behind something important namely become conservative h ,2020-11-20
9,Trump -filter:retweets,trump one job for4 years failed real donald trump ,2020-11-20
10,Trump -filter:retweets,forget oath dont see donald trumps name anywhere ,2020-11-20
11,Trump -filter:retweets,amount mental illness among trump supporters frightening like jim jones draws weakest ,2020-11-20
12,Trump -filter:retweets,reprehensible guy supports trump ill bet dude loves murderers ,2020-11-20
13,Trump -filter:retweets,im sorry know shes going please tell stay safe dam ,2020-11-20
14,Trump -filter:retweets,count chickens vote certify trumps lawyers would told ,2020-11-20
15,Trump -filter:retweets,outrageous thousands young people killed nothing lieswhile trump supported rittenhouse ,2020-11-20
16,Trump -filter:retweets,trumps secret back line putin ,2020-11-20
17,Trump -filter:retweets,maybe trump votes fraudulent ,2020-11-20
18,Trump -filter:retweets,news story explains ,2020-11-20
19,Trump -filter:retweets,odds favoring trump victory go bottom barrel oan stil ,2020-11-20
20,Trump -filter:retweets,irony censors tweet video clip legal team presser ,2020-11-20
21,Trump -filter:retweets,trump cultists would die trump also trump cultists really think would risk signing false af ,2020-11-20
22,Trump -filter:retweets,obama tells jimmy kimmel always send navy seals remove trump white house via breitbart news ,2020-11-20
23,Trump -filter:retweets,speak every true human ever lived trump ,2020-11-20
24,Trump -filter:retweets,trump rally tomorrow deep state ,2020-11-20
25,Trump -filter:retweets,let zucker go trumps media biz ,2020-11-20
26,Trump -filter:retweets,president show starring written directed donald trump airing dai ,2020-11-20
27,Trump -filter:retweets,joe biden support bullying done democrats seems care winning president tr ,2020-11-20
28,Trump -filter:retweets,ah 2016 machines trump win illegitimate president good know ,2020-11-20
29,Trump -filter:retweets,would like see video oneu ca tell know trump going try ,2020-11-20
30,Trump -filter:retweets,democrats stopped nothing judges however including republicans bee ,2020-11-20
31,Trump -filter:retweets,well would happen police would executed like ,2020-11-20
32,Trump -filter:retweets,truth trump indifference trumps conduct amounts negligent homicide atlantic ,2020-11-20
33,Trump -filter:retweets,imperfect excuse fake christians use act support trump actions ,2020-11-20
