,Search,Tweet,Entered on
0,Trump -filter:retweets,sure trump almost yes managed get votes ,2021-02-04
1,Trump -filter:retweets,especially considering giulianos son barrs daughter gorkas wifethe list goes ,2021-02-04
2,Trump -filter:retweets,totally agree need start working strengthen campaigns hold venerable seats ,2021-02-04
3,Trump -filter:retweets,previous presidents bother obama clinton amp ,2021-02-04
4,Trump -filter:retweets,accurate quote senator hick expect next four years forget said th ,2021-02-04
5,Trump -filter:retweets,trump bonkers ,2021-02-04
6,Trump -filter:retweets,,2021-02-04
7,Trump -filter:retweets,much stolen government funds giving kids jobs e ,2021-02-04
8,Trump -filter:retweets,funny q gqp requblicans living 100 fantasy world time q trump would ,2021-02-04
9,Trump -filter:retweets,guessing covid nightmare ends 12 34 million americans h ,2021-02-04
10,Trump -filter:retweets,trump never back form whatsoever bcoz kind carnage done nation rem ,2021-02-04
11,Trump -filter:retweets,3 toole cant trusted one day talking taking canada back like trump amp next wan ,2021-02-04
12,Trump -filter:retweets,fk wring ca even call gop anymore sick ,2021-02-04
13,Trump -filter:retweets,stop half measures rename state trump kansas ,2021-02-04
14,Trump -filter:retweets,omg seriously trump week trump highway people faint mere mention name ,2021-02-04
15,Trump -filter:retweets,selflessly donating 40000 annual salary four years various charities president trump lost 2 ,2021-02-04
16,Trump -filter:retweets,yes president donald trump amen ,2021-02-04
17,Trump -filter:retweets,old touch conservatives like angus ahead world donald trump ,2021-02-04
18,Trump -filter:retweets,donald trump cant let go fact president country ,2021-02-04
19,Trump -filter:retweets,trump resigns sag aftra epic letter blasting dismal record union ,2021-02-04
20,Trump -filter:retweets,trump new lawyers canadian connections mafia boss bill cosby victim star phoenix ,2021-02-04
21,Trump -filter:retweets,melanie trump voted bestest stripper ever congratulations slovenian hoe ,2021-02-04
22,Trump -filter:retweets,says im proud work movies home alone 2 im familiar movies ,2021-02-04
23,Trump -filter:retweets,well cutout exactly represents trumpfake hell like ,2021-02-04
24,Trump -filter:retweets,trump provoked capitol hill clash modi provoked lal kila whats difference ,2021-02-04
25,Trump -filter:retweets,surrounded criminals whole presidency end pardoned hi ,2021-02-04
26,Trump -filter:retweets,except republicans decided change tax give rich folks breaks ,2021-02-04
27,Trump -filter:retweets,donna brazile trump supporter ,2021-02-04
28,Trump -filter:retweets,catherine rampell crampell trump created toxic environment immigrants biden must remedy wi ,2021-02-04
29,Trump -filter:retweets,wrote proud work movies home alone 2 zoolander amp wall street money nev ,2021-02-04
