,Search,Tweet,Entered on
0,Trump -filter:retweets,make sure someone lets trump know gets 12th hole ,2020-11-14
1,Trump -filter:retweets,trump following law usual overstep governor ,2020-11-14
2,Trump -filter:retweets,wait call people radical left dems make trump maga ,2020-11-14
3,Trump -filter:retweets,sissy trump truly earned description loser amp sucker ,2020-11-14
4,Trump -filter:retweets,head door trump administration working cut farmworkers wages 1700000 year di ,2020-11-14
5,Trump -filter:retweets,beck nutty trump ,2020-11-14
6,Trump -filter:retweets,matter back original post lets sit pretend type ,2020-11-14
7,Trump -filter:retweets,enough enough stop mr trump go home ,2020-11-14
8,Trump -filter:retweets,think loves much ship ,2020-11-14
9,Trump -filter:retweets,took people let vote trump pa bide ,2020-11-14
10,Trump -filter:retweets,trump voter uses terms like unborn baby conversation trump voter raves ri ,2020-11-14
11,Trump -filter:retweets,pres trump facts signed historical trade agreement mexico amp canada 1st pres appoint ope ,2020-11-14
12,Trump -filter:retweets,new federal lawsuit seeks throw 12 million votes michigan flipping state trump ,2020-11-14
13,Trump -filter:retweets,rally support trump set waterfront park ,2020-11-14
14,Trump -filter:retweets,price fox news pay playing every trump whim reap sew ,2020-11-14
15,Trump -filter:retweets,forget many reps lies one youre trump bootlicker ,2020-11-14
16,Trump -filter:retweets,country many well people complain high taxes actually high practice fo ,2020-11-14
17,Trump -filter:retweets,trump one term blunder ,2020-11-14
18,Trump -filter:retweets,kayleigh mc enany claims trump attend inauguration 20 january 2021 independent f ,2020-11-14
19,Trump -filter:retweets,billionaire trump donors contract covid 19 downplaying risks ,2020-11-14
20,Trump -filter:retweets,forward caution purpose ,2020-11-14
21,Trump -filter:retweets,wow god bless president trump ,2020-11-14
22,Trump -filter:retweets,even true biden matter many supporters rump ,2020-11-14
23,Trump -filter:retweets,saw people get mad 1500 bets election closing fully convi ,2020-11-14
24,Trump -filter:retweets,covid 19 cases deaths reach record numbers pandemic misinformation blog documented ,2020-11-14
25,Trump -filter:retweets,pray every day president trump ,2020-11-14
26,Trump -filter:retweets,breaking trump exquisite taste women ,2020-11-14
27,Trump -filter:retweets,youve redefined blm block long march trump ,2020-11-14
28,Trump -filter:retweets,sorry misspoke normalized cubans come country tried treat cuban immigrants li ,2020-11-14
29,Trump -filter:retweets,iranians people love president trump ,2020-11-14
30,Trump -filter:retweets,really lived reagan usa ok trump reagan reagan ,2020-11-14
31,Trump -filter:retweets,course trump played golf today bed bug palace needs revenue ,2020-11-14
32,Trump -filter:retweets,lololololololololololol losers trump magaa extra attempt ,2020-11-14
33,Trump -filter:retweets,pretending trump anomaly writes kings necktie fully 13 country continues ,2020-11-14
34,Trump -filter:retweets,refuse transparency need full recount full audit ,2020-11-14
35,Trump -filter:retweets,national security intelligence experts hope trump eventually decides share called president daily b ,2020-11-14
36,Trump -filter:retweets,big win president donald j trump ,2020-11-14
37,Trump -filter:retweets,white house hopes 20 million covid 19 vaccinations end 2020 ,2020-11-14
38,Trump -filter:retweets,trump leading us road creates permanent divide makes cooperation across party lines incr ,2020-11-14
39,Trump -filter:retweets,believe god trump side movement stop deep state treason sediti ,2020-11-14
40,Trump -filter:retweets,thank trump ,2020-11-14
41,Trump -filter:retweets,yet responsible burning looting soo far ,2020-11-14
42,Trump -filter:retweets,understand many everyone flag trump flags ,2020-11-14
43,Trump -filter:retweets,gen milley said mistake said know going thought ,2020-11-14
44,Trump -filter:retweets,watch live march trump washington dc day live coverage via tube ,2020-11-14
45,Trump -filter:retweets,people need remember names senators doesnt courage ,2020-11-14
46,Trump -filter:retweets,trump funny sha stop count saying stop recount ,2020-11-14
47,Trump -filter:retweets,idk bro know trump supporters drove far wi ,2020-11-14
48,Trump -filter:retweets,probably trying secure show trump tv mom ,2020-11-14
49,Trump -filter:retweets,madge exactly discovered incredible gullibility trump supporters mixed w ,2020-11-14
50,Trump -filter:retweets,hes trumphes trumphes trumphis term dead ,2020-11-14
51,Trump -filter:retweets,drain swamp maga easily conned trump family continue pick pockets years ,2020-11-14
52,Trump -filter:retweets,think really funny watch flip flop advocating ,2020-11-14
53,Trump -filter:retweets,amusing read legal challenges election result outlandish stuff ,2020-11-14
54,Trump -filter:retweets,dream got super secret prestigious academy scholarship trump headmaster ,2020-11-14
55,Trump -filter:retweets,trump flags amp confederate flags far eye see racist marches celebrated sitting president 2020 ,2020-11-14
56,Trump -filter:retweets,march trump supporters ends election2020 ,2020-11-14
57,Trump -filter:retweets,trump supporters descend upon washington defend president despite defeat ,2020-11-14
58,Trump -filter:retweets,arrest trump ,2020-11-14
59,Trump -filter:retweets,love trump even though wouldnt piss fire ,2020-11-14
60,Trump -filter:retweets,hundreds thousands must used trump inauguration calculator ,2020-11-14
61,Trump -filter:retweets,worry americans trump got covid ,2020-11-14
62,Trump -filter:retweets,prime trump idiot state highest rate infection way e ,2020-11-14
63,Trump -filter:retweets,judy shelton another trump flunky biden throw day one ,2020-11-14
64,Trump -filter:retweets,shock trump knows ca win scamming supporters tube ,2020-11-14
65,Trump -filter:retweets,admit stand trump god ,2020-11-14
66,Trump -filter:retweets,layers trumps crimes bag onions ,2020-11-14
67,Trump -filter:retweets,breaking news donald j trump leading never neverland ,2020-11-14
68,Trump -filter:retweets,hmm sound quite right beginning think trump follow may completel ,2020-11-14
69,Trump -filter:retweets,democrats racist trump supporters racists ,2020-11-14
70,Trump -filter:retweets,trump spent close year presidency golfing spent twice time watching tv ,2020-11-14
71,Trump -filter:retweets,uhm maam work american people donald trump ,2020-11-14
72,Trump -filter:retweets,november 3 2020 day donald trump defeated also colin kaepernick birthday parrty ,2020-11-14
73,Trump -filter:retweets,trumps better chance actually winning election ,2020-11-14
74,Trump -filter:retweets,mean seriously hell electoral college integrity elections ele ,2020-11-14
75,Trump -filter:retweets,wont change results election trump still loser ,2020-11-14
76,Trump -filter:retweets,senior trump official admits president hope overturning election ,2020-11-14
77,Trump -filter:retweets,issue ,2020-11-14
78,Trump -filter:retweets,went organised kidnappkng torture slow murder julian assan ,2020-11-14
79,Trump -filter:retweets,didnt homeland security election cyber security division charge say ,2020-11-14
80,Trump -filter:retweets,congratulations sir president elect hope best president trump voter n ,2020-11-14
81,Trump -filter:retweets,million maga march trump ,2020-11-14
82,Trump -filter:retweets,like 1k catch covid wont voting trump 2024 ,2020-11-14
83,Trump -filter:retweets,really mean anything 73 million people voted trump ,2020-11-14
84,Trump -filter:retweets,meanwhile covid death toll us equivalent four vietnam wars trump go ,2020-11-14
85,Trump -filter:retweets,see trump already ,2020-11-14
86,Trump -filter:retweets,honey ive got news ya youre sharpest tool shed first ,2020-11-14
87,Trump -filter:retweets,share usa peacefully protest washington dc november 14 2020 proud donald ,2020-11-14
88,Trump -filter:retweets,love watching celebrate trumps election loss trump could inspire nation celebrate ,2020-11-14
89,Trump -filter:retweets,amazing god bless president trump actually really caring american people ,2020-11-14
90,Trump -filter:retweets,hey didnt like trump 2016 got buying shirt says girl president ,2020-11-14
91,Trump -filter:retweets,smart amp stay home nov14 go home nov14 dont let trump use insurrection act amp declare martial law ,2020-11-14
92,Trump -filter:retweets,47 years office since resea ,2020-11-14
93,Trump -filter:retweets,donald trump grey hair press conference leaves viewers baffled ,2020-11-14
94,Trump -filter:retweets,trump america continues ,2020-11-14
95,Trump -filter:retweets,go trump million maga march march trump ,2020-11-14
96,Trump -filter:retweets,mr trump lost news lying tell truth poor sport dont ,2020-11-14
97,Trump -filter:retweets,president trump visits freedom plaza ahead demonstrations via democreeps ,2020-11-14
98,Trump -filter:retweets,go trump ,2020-11-14
99,Trump -filter:retweets,know founder taught course bad decisions illustrious trump u ,2020-11-14
100,Biden -filter:retweets,many died last week biden celebrations ,2020-11-14
101,Biden -filter:retweets,dont hold hatred animosity towards anyone believe ever makes heart happy jan president ,2020-11-14
102,Biden -filter:retweets,look bidens cabinet wall street big pharma big tech dnc cheating ye ,2020-11-14
103,Biden -filter:retweets,sure realism process deal 70 followers however w ,2020-11-14
104,Biden -filter:retweets,lost kindly start packing white house needs disinfected preside ,2020-11-14
105,Biden -filter:retweets,rice speculates potential impact withholding security briefings biden transition team ,2020-11-14
106,Biden -filter:retweets,nah im serious policy li ,2020-11-14
107,Biden -filter:retweets,80 maga voters openly accepted joe biden president moved amp ,2020-11-14
108,Biden -filter:retweets,biden bringing back daily briefing likely podium ,2020-11-14
109,Biden -filter:retweets,surprising biden fraud pedophile dec 2019 stated loved kids rubbing leg ,2020-11-14
110,Biden -filter:retweets,update w927 reporting biden kennedy leads dropped atlantic county displays issue ev ,2020-11-14
111,Biden -filter:retweets,even electors supposed vote biden end voting trump never elected ,2020-11-14
112,Biden -filter:retweets,president biden soon charge vp harris also better job republicans ,2020-11-14
113,Biden -filter:retweets,tweet makes sense idea bernie sanders joe biden ,2020-11-14
114,Biden -filter:retweets,biden great leap forward split second wisconsin american thinker ,2020-11-14
115,Biden -filter:retweets,election witnesses kanyes michigan votes stolen joe biden via ,2020-11-14
116,Biden -filter:retweets,guess passes news paper record biden era least use ,2020-11-14
117,Biden -filter:retweets,took people let vote trump pa bide ,2020-11-14
118,Biden -filter:retweets,biden get done ,2020-11-14
119,Biden -filter:retweets,president biden finally get pandemic control lying b ,2020-11-14
120,Biden -filter:retweets,kayleigh mc enany claims trump attend inauguration 20 january 2021 independent f ,2020-11-14
121,Biden -filter:retweets,forward caution purpose ,2020-11-14
122,Biden -filter:retweets,even true biden matter many supporters rump ,2020-11-14
123,Biden -filter:retweets,disagree joe biden pig ,2020-11-14
124,Biden -filter:retweets,progressives look make early mark biden white house ,2020-11-14
125,Biden -filter:retweets,come fanno votare biden ,2020-11-14
126,Biden -filter:retweets,refuse transparency need full recount full audit ,2020-11-14
127,Biden -filter:retweets,national security intelligence experts hope trump eventually decides share called president daily b ,2020-11-14
128,Biden -filter:retweets,supported socialist scum biden tou bunch losers like ,2020-11-14
129,Biden -filter:retweets,democrat hate fear exposed corrupt government could buy biden amp ,2020-11-14
130,Biden -filter:retweets,believe god trump side movement stop deep state treason sediti ,2020-11-14
131,Biden -filter:retweets,biden 20th accurate pres january ,2020-11-14
132,Biden -filter:retweets,ikr wish biden bernie except biden reality conservative centrist ,2020-11-14
