,Search,Tweet,Entered on
0,Trump -filter:retweets,actually workers going back old jobs stimulus package congress appr ,2020-10-29
1,Trump -filter:retweets,trump governor california ,2020-10-29
2,Trump -filter:retweets,opinion alan alda cannot remain silent trump rejects science endangers lives ,2020-10-29
3,Trump -filter:retweets,radical democrats realize fed angry trump maybe ,2020-10-29
4,Trump -filter:retweets,chelalawidespread fear republicans create atmosphere chaos allow trump discredit election results ,2020-10-29
5,Trump -filter:retweets,sounds like wiki leaks took payment repugs trump learn ca swindle everyone ,2020-10-29
6,Trump -filter:retweets,type woman trump talking access hollywood tape probably let grab puy ,2020-10-29
7,Trump -filter:retweets,5 days show respect trump dont rely poll ,2020-10-29
8,Trump -filter:retweets,live michigan wisconsin florida pennsylvania north carolina arizona please choose president ,2020-10-29
9,Trump -filter:retweets,blue lives matter inception anti black lives matter appeared blue liv ,2020-10-29
10,Trump -filter:retweets,alberta quebec manitoba saskatchewan province stupidity rules ,2020-10-29
11,Trump -filter:retweets,cleveland grand jury indicted right wing pro trump fraudsters jacob wohl amp jack burkman tue ,2020-10-29
12,Trump -filter:retweets,anti trump parade november 1st infront sanderson bet ,2020-10-29
13,Trump -filter:retweets,hate trump completely understand screwed many people minds willing ig ,2020-10-29
14,Trump -filter:retweets,past comments chatfields regarding covid addition su ,2020-10-29
15,Trump -filter:retweets,girl got trouble check mate still fuk trump ,2020-10-29
16,Trump -filter:retweets,forget history doomed repeat like jim jones dying cult leader trump ,2020-10-29
17,Trump -filter:retweets,househunting one houses liked trump signs wouldnt purchase tha ,2020-10-29
18,Trump -filter:retweets,youll shocked assure cincinnati full trump blue ass cincinnati go one two ways ,2020-10-29
19,Trump -filter:retweets,trump supporters b actin like every day halloween laugh dat shi terrifying ,2020-10-29
20,Trump -filter:retweets,money earn trump taken dads money let someo ,2020-10-29
21,Trump -filter:retweets,senator baldwin pence 4 superspreader events 7 day average numbe ,2020-10-29
22,Trump -filter:retweets,even lex luthor wont vote trump ,2020-10-29
23,Trump -filter:retweets,funny hateful trumpsters make comment woukd defend trumpster swin ,2020-10-29
24,Trump -filter:retweets,trump jewish supporters say wouldream come true israel jewish telegraphic ,2020-10-29
25,Trump -filter:retweets,trump2020 landslide proud fire family supporting trump comes red wave ,2020-10-29
26,Trump -filter:retweets,liars trump mitch senate ,2020-10-29
27,Trump -filter:retweets,civil rights leader rev william owens endorses donald trump ,2020-10-29
28,Trump -filter:retweets,sister husband got covid 58 69 still vote trump ,2020-10-29
29,Trump -filter:retweets,wait youre phony arent president trump tweeted mission kill bin ladin obama hoax ,2020-10-29
30,Trump -filter:retweets,president trump wants election results 50 states election night ,2020-10-29
31,Trump -filter:retweets,get worse stays ,2020-10-29
32,Trump -filter:retweets,educators universities calling armed revolution trump winsformed nurtured ,2020-10-29
33,Trump -filter:retweets,yes really hard could argue sides whats good long term b ,2020-10-29
34,Trump -filter:retweets,trump claims biden wouldnt tough china seems like trump using chinas manufactur ,2020-10-29
35,Trump -filter:retweets,22700 deaths covid 19 running rampant yes great trump jackass ,2020-10-29
36,Trump -filter:retweets,facing gap pennsylvania trump camp tries make voting harder ,2020-10-29
37,Trump -filter:retweets,vote trumps pathological liar even ask stop cant sicko ,2020-10-29
38,Trump -filter:retweets,would biden turn around trumps destructive middle east legacy byline times ,2020-10-29
39,Trump -filter:retweets,nl newsday 300 bc covid19 presser 335 talk dr mental health concerns growing w covid amp wint ,2020-10-29
40,Trump -filter:retweets,lol democrats spent last 4 years making things try deligitimize trump cont ,2020-10-29
41,Trump -filter:retweets,trump ,2020-10-29
42,Trump -filter:retweets,breaking speaker pelosi coronavirus oversight panel release report investigation trump ,2020-10-29
43,Trump -filter:retweets,trump going win another 4 years going salty ,2020-10-29
44,Trump -filter:retweets,corrupt senator republican abuses power endless 227k intenti ,2020-10-29
45,Trump -filter:retweets,could usa citizens get away reporting loans trump get away potus45 class con man ,2020-10-29
46,Trump -filter:retweets,trump wanting panic people trump killed 20000 americans could protected themselve ,2020-10-29
47,Trump -filter:retweets,noahs trump supporter ,2020-10-29
48,Trump -filter:retweets,ex campaign manager trump demoted people showed tulsa rally ,2020-10-29
49,Trump -filter:retweets,support armenia however trump supports erdogan especially ,2020-10-29
50,Trump -filter:retweets,trump going need pucker kissing needs ,2020-10-29
51,Trump -filter:retweets,trump 10 ,2020-10-29
52,Trump -filter:retweets,shocker another old rich touch white guy supports racist narcissist conman grifter trump ,2020-10-29
53,Trump -filter:retweets,want martin aspen appear trump rally testify congress ,2020-10-29
54,Trump -filter:retweets,article literally said ,2020-10-29
55,Trump -filter:retweets,im going laugh turns trump organization behind hack money really im ,2020-10-29
56,Trump -filter:retweets,genius first time trump farage screen ever worth watching ,2020-10-29
57,Trump -filter:retweets,poi ,2020-10-29
58,Trump -filter:retweets,think people hate trump much would vote cookie monster ,2020-10-29
59,Trump -filter:retweets,light people walking light trumps incompetence ,2020-10-29
60,Trump -filter:retweets,make sure bull horns chanting chumps trump ,2020-10-29
61,Trump -filter:retweets,white house spokesman let slip damning admission callous disregard trump voters ,2020-10-29
62,Trump -filter:retweets,one thinks trump chosen one thats rabble leftists ,2020-10-29
63,Trump -filter:retweets,hope many senses thoughts proved true johns ,2020-10-29
64,Trump -filter:retweets,trump lied people died 23000 actually ,2020-10-29
65,Trump -filter:retweets,every time hear heart breaks right president america ,2020-10-29
66,Trump -filter:retweets,hard hitting retort make fun trump drinks water tool ,2020-10-29
67,Trump -filter:retweets,going viral president trump invites young tube stars stage dance arizona rally video via ,2020-10-29
68,Trump -filter:retweets,idk new voters people passed sister passed ,2020-10-29
