,Search,Tweet,Entered on
0,Trump -filter:retweets,cissie graham lynch donald trump knew vladimir putin placing b ,2021-01-24
1,Trump -filter:retweets,fauci working trump would say outbreak infectious diseases run course unless one doe ,2021-01-24
2,Trump -filter:retweets,bring probably know small portion corruption really surrounded trump ,2021-01-24
3,Trump -filter:retweets,lack understanding know trump used numerous executive orders whi ,2021-01-24
4,Trump -filter:retweets,campaign finance fraud serious charge kirstie refuses address ,2021-01-24
5,Trump -filter:retweets,unlike trump supporters storm sacred government building attempt kidnap kill government ,2021-01-24
6,Trump -filter:retweets,slow person would think trump caused riot slow ,2021-01-24
7,Trump -filter:retweets,interviewed boaz bismuth staunch trump supporter still rehashing big lie israeli media ,2021-01-24
8,Trump -filter:retweets,cool last 3 days trump last 2 months ,2021-01-24
9,Trump -filter:retweets,one things teflon con trump done office cheated ,2021-01-24
10,Trump -filter:retweets,secondly trump govt jobs wouldnt bitching su ,2021-01-24
11,Trump -filter:retweets,coming article impeachment trump heads senate california braces major storms ,2021-01-24
12,Trump -filter:retweets,yes held standards theyre biden wore ,2021-01-24
13,Trump -filter:retweets,trump illusions whole family nuts ,2021-01-24
14,Trump -filter:retweets,keep mind trump wore women watches made small hands look normal sized tend ,2021-01-24
15,Trump -filter:retweets,flamed trump making corona gone faster power says thing good shit ,2021-01-24
16,Trump -filter:retweets,need trump ,2021-01-24
17,Trump -filter:retweets,best country try trump crimes show president law ,2021-01-24
18,Trump -filter:retweets,think people investigated especially tr ,2021-01-24
19,Trump -filter:retweets,suburban mom id agree every woman know vo ,2021-01-24
20,Trump -filter:retweets,garth brooks turn donald trump inauguration ,2021-01-24
21,Trump -filter:retweets,false obamas leadership 11 decr ,2021-01-24
22,Trump -filter:retweets,sometimes really wonder liberalism becomes almost mythical came melania trump su ,2021-01-24
23,Trump -filter:retweets,trump holds making america great rally pennsylvania via tube ,2021-01-24
24,Trump -filter:retweets,pt7 conclusion realize guys respect ,2021-01-24
25,Trump -filter:retweets,maybe schmoozing persuade get trump train help agenda ,2021-01-24
26,Trump -filter:retweets,disagree accounts bandy lee mary trump psychologists ,2021-01-24
27,Trump -filter:retweets,2004 season two apprentice trump fired kevin allen black contestant fo ,2021-01-24
28,Trump -filter:retweets,yall remember hrries called niall trump supporter ,2021-01-24
29,Trump -filter:retweets,would also like serious reflection gertrude himmelfarb neoconservatives believed bringing p ,2021-01-24
30,Trump -filter:retweets,reporter bible trump bible ,2021-01-24
31,Trump -filter:retweets,think many 7400 know election one big fraud gust age ,2021-01-24
32,Trump -filter:retweets,find entertaining well slightly annoying maga supporters still call election fraudulent ,2021-01-24
33,Trump -filter:retweets,trump ,2021-01-24
34,Trump -filter:retweets,another trump admi smoke screen ordering something already 1 c ,2021-01-24
35,Trump -filter:retweets,fauci working trump really like ,2021-01-24
36,Trump -filter:retweets,sedition crime january 6th trump 197 fault ,2021-01-24
37,Trump -filter:retweets,nothing see jo bi ding xi jinping ,2021-01-24
38,Trump -filter:retweets,trump lied average 21 times day stood another republican wi ,2021-01-24
39,Trump -filter:retweets,lil marco get law degree trump u ,2021-01-24
40,Trump -filter:retweets,actually paul wants trump cult votes next election ,2021-01-24
41,Trump -filter:retweets,lets forget members republican party joined trump fail ,2021-01-24
42,Trump -filter:retweets,comparing away filibuster help suffering americans everything trump ,2021-01-24
43,Trump -filter:retweets,vote wallet ballot list companies sponsor sean hannity tvradio bro ,2021-01-24
44,Trump -filter:retweets,usagm chief fires trump allies radio free europe networks ,2021-01-24
45,Trump -filter:retweets,shady pundit called citizen trump screamed laughter ,2021-01-24
46,Trump -filter:retweets,point ,2021-01-24
47,Trump -filter:retweets,legally elected president trump turned power military oh ,2021-01-24
48,Trump -filter:retweets,growing number republican senators say oppose holding impeachment trial sign dimming chances ,2021-01-24
49,Trump -filter:retweets,trump expected people things trump way court rulin ,2021-01-24
50,Trump -filter:retweets,everyone cares truth know proof greatest voter fraud american history bide ,2021-01-24
51,Trump -filter:retweets,tangential topic new nsc staff takes turnover congress secret server w ,2021-01-24
52,Trump -filter:retweets,trump direct subordinates refuse comply subpoenas republicans ignore constitution wtf ,2021-01-24
53,Trump -filter:retweets,evangelicals christians voted trumpcare guess morning fore ,2021-01-24
54,Trump -filter:retweets,want know nothing something going happen trump arrest th ,2021-01-24
55,Trump -filter:retweets,literally reason trump start war iran iran nothing us ,2021-01-24
56,Trump -filter:retweets,bombshell report reveals trump pressured doj attorneys sue states supreme court overturn election ,2021-01-24
57,Trump -filter:retweets,trump worst virus modern history threat world war three hit world point hi ,2021-01-24
58,Trump -filter:retweets,forgot trump duty initially happened fucking joke ,2021-01-24
59,Trump -filter:retweets,undoing trump legacy biden wastes time first 100 hours president via thanks politics_pr ,2021-01-24
60,Trump -filter:retweets,yeah according recent washington post abc poll 6 10 republican voters want ,2021-01-24
61,Trump -filter:retweets,must think voters idiots always matter cases election fraud ,2021-01-24
62,Trump -filter:retweets,house threatening 3 liz cheney republican party coming apart seams th ,2021-01-24
63,Trump -filter:retweets,main characters mixed stop trying change history putin trump jan 6 would ,2021-01-24
64,Trump -filter:retweets,navalny poisoned august 2020 trump never said peep one peep ,2021-01-24
65,Trump -filter:retweets,absence transparency case could apply ,2021-01-24
66,Trump -filter:retweets,guys always crooked trump flew crazy flag hope bites arse ,2021-01-24
67,Trump -filter:retweets,hell trump occurred watch hypocrite ,2021-01-24
68,Trump -filter:retweets,may many trump free bdays ,2021-01-24
69,Trump -filter:retweets,would sharply raise us borrowing costs spooking global markets markets finding ways look beyond ,2021-01-24
70,Trump -filter:retweets,naive grievances lot americans led america first maga movem ,2021-01-24
71,Trump -filter:retweets,waste time civil rights issue b much time think actually took ,2021-01-24
72,Trump -filter:retweets,trump gone get move news please ,2021-01-24
73,Trump -filter:retweets,thats nothing trillion people voted trump ,2021-01-24
74,Trump -filter:retweets,threats trump familiar tactics used gangsters syndicates knuckle ,2021-01-24
75,Trump -filter:retweets,know mean exactly america felt voting trump 2016 ,2021-01-24
76,Trump -filter:retweets,really surprising found morning trump didnt listen dr birx regular basis presented ,2021-01-24
77,Trump -filter:retweets,trump 2024 flags coming white house ,2021-01-24
78,Trump -filter:retweets,sen john cornyn voted witnesses trumps previous impeachment trial says wants witnesses ,2021-01-24
79,Trump -filter:retweets,shared psychosis donald trump loyalists scientific american ,2021-01-24
80,Trump -filter:retweets,back unfollowing piers w delusional reasoning 4 years people begging ,2021-01-24
81,Trump -filter:retweets,slapping china around wasnt watching left flank trump sprinted cut taxes home raise ,2021-01-24
82,Trump -filter:retweets,congress support additional stimulus wont easy chuck grassley top republican senate bankin ,2021-01-24
83,Trump -filter:retweets,clock ran outbut impeached term overdoes mean trump gets away cr ,2021-01-24
84,Trump -filter:retweets,trumps detractors attempted remove false accusations special counsel diffe ,2021-01-24
85,Trump -filter:retweets,laughing loud say trump ,2021-01-24
86,Trump -filter:retweets,ca take article seriously state dona ,2021-01-24
87,Trump -filter:retweets,trashed denver killed people looted vandalized democ rats proxy bl ,2021-01-24
88,Trump -filter:retweets,need back mr trump ,2021-01-24
89,Trump -filter:retweets,correct wrong facts fa ,2021-01-24
90,Trump -filter:retweets,current state agree watched tv show portal opened bad people got suc ,2021-01-24
91,Trump -filter:retweets,like trump president right everything know covid fault ch ,2021-01-24
92,Trump -filter:retweets,person threw term prove fan ,2021-01-24
93,Trump -filter:retweets,one person asked wouldnt trump voters want see us homeless dead maybe ,2021-01-24
94,Trump -filter:retweets,kanoim left twitter cuz trump banned ya loss 40 big ,2021-01-24
95,Trump -filter:retweets,donald j trump america others come china ,2021-01-24
96,Trump -filter:retweets,fec filing patriot party looks like trump already starting another party ,2021-01-24
97,Trump -filter:retweets,trump would think would stopped game nfc championship victory brady ,2021-01-24
98,Trump -filter:retweets,yall talk carzy trump kissing putin ,2021-01-24
99,Trump -filter:retweets,thought plan president trump failing mean j ,2021-01-24
100,Biden -filter:retweets,former border patrol head biden administration made america less safe within hours via epochtimes ,2021-01-24
101,Biden -filter:retweets,biden needs step gets big control ,2021-01-24
102,Biden -filter:retweets,looking forward tenure chairman senate intel committee president b ,2021-01-24
103,Biden -filter:retweets,us cdc officials biden sign order monday reinstating entry ban non us citizens travelled uk ireland brazil ,2021-01-24
104,Biden -filter:retweets,fantastic well written books visited menorca many times back island readi ,2021-01-24
105,Biden -filter:retweets,bidens catholic faith ascendant liberal christianity ,2021-01-24
106,Biden -filter:retweets,know hard grasp since took ti ,2021-01-24
107,Biden -filter:retweets,happening already joe biden calls lid four days presidency ,2021-01-24
108,Biden -filter:retweets,done mvp need stop mountain valley pipeline join us add signatur ,2021-01-24
109,Biden -filter:retweets,french news tonight saying macron first european leader called president biden ,2021-01-24
110,Biden -filter:retweets,l people criticize biden rolex voted degenerate pays p ,2021-01-24
111,Biden -filter:retweets,tradition trump left table oval office letter biden joe know ,2021-01-24
112,Biden -filter:retweets,egged people sent video capitol attack viewing party giddy guilty af traitor ,2021-01-24
113,Biden -filter:retweets,read piece nyt effect withholding vaccines developing world whi ,2021-01-24
114,Biden -filter:retweets,circumstances legal cuccinelli attempt delay biden changes gets ridiculed ,2021-01-24
115,Biden -filter:retweets,president biden manufactured concern putins bitch destroying amer ,2021-01-24
116,Biden -filter:retweets,lotta equivocating replies sure biden deserves credit importantly fuck em ,2021-01-24
117,Biden -filter:retweets,access saw laying bomb green night today made fly cry slap like joe biden ,2021-01-24
118,Biden -filter:retweets,us troops move syria shortly biden took office ,2021-01-24
119,Biden -filter:retweets,sadly dropped running didnt want votes split biden ,2021-01-24
120,Biden -filter:retweets,us senate turned application 2014 state department amp obama said 2015 kenny mad biden f ,2021-01-24
121,Biden -filter:retweets,yes held standards theyre biden wore ,2021-01-24
122,Biden -filter:retweets,oatmeal manchester hugo green bay bills liverpool godzilla packers olivia sabrina skin niall harry facebook pack ga ,2021-01-24
123,Biden -filter:retweets,suburban mom id agree every woman know vo ,2021-01-24
124,Biden -filter:retweets,inauguration joe biden daily social distancing show share partially humor ,2021-01-24
125,Biden -filter:retweets,biden know ,2021-01-24
126,Biden -filter:retweets,garth brooks turn donald trump inauguration ,2021-01-24
127,Biden -filter:retweets,something joe biden harris fishy ifdk ,2021-01-24
128,Biden -filter:retweets,biden brain aneurism helped become best president time ,2021-01-24
129,Biden -filter:retweets,thanks biden ,2021-01-24
130,Biden -filter:retweets,joe biden 1st potus heard call name inauguration speech queue rs ,2021-01-24
131,Biden -filter:retweets,biden orders us intelligence review solar winds hack ,2021-01-24
132,Biden -filter:retweets,criticism appreciate hes done short period time ,2021-01-24
133,Biden -filter:retweets,romney throws cold water biden 19 stimulus plan ,2021-01-24
134,Biden -filter:retweets,oh wait press secretary biden said oh pipeline workers could go make salad go find another job ,2021-01-24
135,Biden -filter:retweets,biden rolex ,2021-01-24
136,Biden -filter:retweets,praying team president biden ,2021-01-24
137,Biden -filter:retweets,honestly really matter care likes boys girl fact ar ,2021-01-24
138,Biden -filter:retweets,actual issue tweeted fake news since deleted showing com ,2021-01-24
139,Biden -filter:retweets,biden team leaves hidden call technologists join government white house code via techrepublic ,2021-01-24
140,Biden -filter:retweets,everyone cares truth know proof greatest voter fraud american history bide ,2021-01-24
141,Biden -filter:retweets,biden family wearing mask day signs mandate mask federal pr ,2021-01-24
142,Biden -filter:retweets,president biden effectively ordered womens sports go co ed schools forced allow transgender wom ,2021-01-24
143,Biden -filter:retweets,tweet nonsense like biden says need fight white supremacy offended ,2021-01-24
144,Biden -filter:retweets,plan changing trajectory something thats already motion th ,2021-01-24
145,Biden -filter:retweets,main characters mixed stop trying change history putin trump jan 6 would ,2021-01-24
146,Biden -filter:retweets,shocked canadians thought usa biden going good us ,2021-01-24
147,Biden -filter:retweets,would sharply raise us borrowing costs spooking global markets markets finding ways look beyond ,2021-01-24
148,Biden -filter:retweets,effetto biden ,2021-01-24
149,Biden -filter:retweets,must urgently repair washingtons balance sheet biden stuck national debt 28 trillion heading ,2021-01-24
150,Biden -filter:retweets,thought biden would right thing heartbroken ,2021-01-24
151,Biden -filter:retweets,precondition us effort reboot china relations like south korea taiwan china proof positive ,2021-01-24
152,Biden -filter:retweets,heres white house summary bidens call macron ,2021-01-24
153,Biden -filter:retweets,add video biden saluting marines neither marines salutes biden ,2021-01-24
154,Biden -filter:retweets,read whole thread biden already pounding war drums credible argument different str ,2021-01-24
155,Biden -filter:retweets,stimulus recent months services sector grows importance controlling pandemic bidens real chal ,2021-01-24
156,Biden -filter:retweets,yourw disgrace embarrassed youre even little bit cuban ,2021-01-24
157,Biden -filter:retweets,honest wouldnt need manufacture fake quotes attribute president bide ,2021-01-24
158,Biden -filter:retweets,hear sound 50 thousand men women work hope lose job bidens admin ,2021-01-24
159,Biden -filter:retweets,immediately knew would possibly face joe biden stated win election wa ,2021-01-24
160,Biden -filter:retweets,love hairball us true american patriots make certain president ,2021-01-24
161,Biden -filter:retweets,local right wing outlet published pro climate letter editor 2021 anything goes including green ,2021-01-24
162,Biden -filter:retweets,mexican president biden pledge 4 billion central american countries download ou ,2021-01-24
163,Biden -filter:retweets,biden needs tell stand ,2021-01-24
164,Biden -filter:retweets,welp fauci soy boy love hillary clinton theres ,2021-01-24
165,Biden -filter:retweets,4 days biden record high covid deaths 4385 tens thousands people lost ,2021-01-24
166,Biden -filter:retweets,like trump president right everything know covid fault ch ,2021-01-24
167,Biden -filter:retweets,think majority american catholics agree gomez taking big dump bidens inaug ,2021-01-24
168,Biden -filter:retweets,kgb fbi investigating private citizens role parler tcot american kgb biden ,2021-01-24
169,Biden -filter:retweets,people lost jobs biden even office week ,2021-01-24
170,Biden -filter:retweets,laughing loud right apparently doesnt understand market reacts biden coming intended policies ,2021-01-24
171,Biden -filter:retweets,poll biden voters ,2021-01-24
172,Biden -filter:retweets,laughing loud biden cant step shower without breaking leg ,2021-01-24
173,Biden -filter:retweets,gaetz biden administration use national security go political opponents ,2021-01-24
174,Biden -filter:retweets,biden took office media reporting daily covid deaths used ,2021-01-24
175,Biden -filter:retweets,except republicans record saying would vote favor plus th ,2021-01-24
176,Biden -filter:retweets,joe biden moves double us minimum wage australia ca complacent proposals pass us min ,2021-01-24
177,Biden -filter:retweets,biden keep busy covering truth ,2021-01-24
178,Biden -filter:retweets,get job industry doesnt profit destroying ecosystem zero accountability disastrous envir ,2021-01-24
179,Biden -filter:retweets,biden proved right ,2021-01-24
180,Biden -filter:retweets,trump president biden ,2021-01-24
181,Biden -filter:retweets,charts self awareness side rabidly defended jill bidens honorific ,2021-01-24
182,Biden -filter:retweets,american media starts usual garbage fourty wankers portland doesnt signal massive divide ,2021-01-24
183,Biden -filter:retweets,since president longer president allowed use former presidential powers overturn cas ,2021-01-24
184,Biden -filter:retweets,time tell want believe get fast track solve things talking biden ,2021-01-24
185,Biden -filter:retweets,many die trump made sure would difficult possible biden enact vaccination plan ,2021-01-24
186,Biden -filter:retweets,silence biden ,2021-01-24
187,Biden -filter:retweets,yall think biden buying sports teams well go fancy get wendys ,2021-01-24
188,Biden -filter:retweets,biden fires michael pack kathleen kraninger peter robb three awful trump appointees ,2021-01-24
189,Biden -filter:retweets,continuity prc military pressure taiwan threatens regional peace stability th ,2021-01-24
190,Biden -filter:retweets,like person jumps pool surprised feel cold knew biden gonna start war tho ,2021-01-24
191,Biden -filter:retweets,yes convinced joe biden flipped inner circle kinds incriminating evidence ,2021-01-24
192,Biden -filter:retweets,biden bought watch making money ukraine china side trump ran real business buy plane ,2021-01-24
193,Biden -filter:retweets,republicans including never trumpers like megynkelly relish bemoaning leftists compare trump hitler ,2021-01-24
194,Biden -filter:retweets,doesnt bidens proclamation womens sports violate title ix lawyers answer ,2021-01-24
195,Biden -filter:retweets,yeah biden probably willdoes reagan bush clinton w obama ,2021-01-24
196,Biden -filter:retweets,clearly emergency blocked thugs biden puts bet stop ,2021-01-24
197,Biden -filter:retweets,love want coins youve got better chance sodomized bidens shriveled li ,2021-01-24
198,Biden -filter:retweets,blue green alliance endorsed biden president first ever endorsement well positioned among ,2021-01-24
199,Biden -filter:retweets,obama golfed raf trump ever dementia screws motor capa ,2021-01-24
200,BLM -filter:retweets,black women georgia saved us maybe world blm surely helped begin activism ,2021-01-24
201,BLM -filter:retweets,wheres blm logo stuff ,2021-01-24
202,BLM -filter:retweets,insurgents blm amp antifa block streets attack police vehicle get ran video via v get ,2021-01-24
203,BLM -filter:retweets,especially allowed admit ,2021-01-24
204,BLM -filter:retweets,trashed denver killed people looted vandalized democ rats proxy bl ,2021-01-24
205,BLM -filter:retweets,kamala increased mass incarceration particularly african americans obama ,2021-01-24
206,BLM -filter:retweets,gonna move goal posts suit agenda making direct compa ,2021-01-24
207,BLM -filter:retweets,imagine getting caught breaking orders first reaction point blm protests racism showin ,2021-01-24
208,BLM -filter:retweets,goon ,2021-01-24
209,BLM -filter:retweets,f right blm engaged insurrection first would never let ,2021-01-24
210,BLM -filter:retweets,insta thotblm libshit stop hanging around ins ,2021-01-24
211,BLM -filter:retweets,two questions 1 line rioters ,2021-01-24
212,BLM -filter:retweets,justice really isnt hard establish actual justice everybody ,2021-01-24
213,BLM -filter:retweets,remember seeing signs signs like 1 amp 3 blm marche ,2021-01-24
214,BLM -filter:retweets,easy make claim extremist violence ,2021-01-24
215,BLM -filter:retweets,hard argue people ca accept reality differences ,2021-01-24
216,BLM -filter:retweets,cannot believe work paid diversity inclusion training blm taught white woman ,2021-01-24
217,BLM -filter:retweets,12 yr old sent smarter adults wonder fearless leader condemn way ,2021-01-24
218,BLM -filter:retweets,directed mostly blm enforcement federal laws q ,2021-01-24
219,BLM -filter:retweets,faux blm antifa massive protests despite pandemic hollywood one legs electionfraud ,2021-01-24
220,BLM -filter:retweets,bureau land management blm matters ,2021-01-24
221,BLM -filter:retweets,difference protests russia blm happened capitol first two ,2021-01-24
222,BLM -filter:retweets,cost 0 retweet amp share black owned business kaygenics apparel amp designs embrace shades ,2021-01-24
223,BLM -filter:retweets,white girls always talking blm petitions girls dont segregate lips dick ,2021-01-24
224,BLM -filter:retweets,blm right ,2021-01-24
225,BLM -filter:retweets,blm protests fucktheblue ,2021-01-24
226,BLM -filter:retweets,saying since day one nothing happen sad true blm pea ,2021-01-24
227,BLM -filter:retweets,eww yøu support democratic campaign blm ,2021-01-24
228,BLM -filter:retweets,laugh youre embarrassing ,2021-01-24
229,BLM -filter:retweets,today white privilege speaking one think ,2021-01-24
230,BLM -filter:retweets,mass super spreader lol could learn blm riots one covid 19 case riots ,2021-01-24
231,BLM -filter:retweets,nothing divided country ,2021-01-24
232,BLM -filter:retweets,sorry different facts ,2021-01-24
233,BLM -filter:retweets,yet youll leave disinformation youll allow th ,2021-01-24
234,BLM -filter:retweets,sun may 31 2020 minneapolis minnesota police slashes tires watch minneapolis minnesota ,2021-01-24
235,BLM -filter:retweets,son absolutely nothing breathe asshóles nothing ,2021-01-24
236,BLM -filter:retweets,think last year dutch laughing covid protestors us turn around fuckin ,2021-01-24
237,BLM -filter:retweets,really interesting jr active texas trump train people mike flynn wrote 2 letters ,2021-01-24
238,BLM -filter:retweets,going report bidens massive u turns covid approach salute ,2021-01-24
239,BLM -filter:retweets,mean like protesters capital right funny c ,2021-01-24
240,BLM -filter:retweets,terrorists fuck summer buildings businesses burning ,2021-01-24
241,BLM -filter:retweets,multiple instances riots sprung peaceful blm protests mur ,2021-01-24
242,BLM -filter:retweets,tw racism anti blm homophobia revengersloki rted ,2021-01-24
243,BLM -filter:retweets,man told truth time move accountability sunday thoughts blm ,2021-01-24
244,BLM -filter:retweets,double standards blm insurrect violence summer long businesses cities one ,2021-01-24
245,BLM -filter:retweets,could said capitol insurrectionists mistak ,2021-01-24
246,BLM -filter:retweets,truly believe blm like african americans play movies denzel wash ,2021-01-24
247,BLM -filter:retweets,social lives threatened sudden big enough deal ,2021-01-24
248,BLM -filter:retweets,tear gas government torturers impeach government btw antif ,2021-01-24
249,BLM -filter:retweets,btw jimmy didnt tell ,2021-01-24
250,BLM -filter:retweets,4 years yall forget blm protests etc started obama response admin police brutali ,2021-01-24
251,BLM -filter:retweets,blm outrage life mattered nephew friend family devastated dese ,2021-01-24
252,BLM -filter:retweets,mcyttwt literally uses blm weapon love silencing black people whenecer tell people stop somethin ,2021-01-24
253,BLM -filter:retweets,know blm organization white democrat ran controlled organization ,2021-01-24
254,BLM -filter:retweets,brother blm dons playing kansas get behind us ,2021-01-24
255,BLM -filter:retweets,keep repeating dishonest manipulative mantra biden fans typically equal antifa blm ,2021-01-24
256,BLM -filter:retweets,glad changed tone use irony talking george floyd literally changed style ,2021-01-24
257,BLM -filter:retweets,members tipi behind account mixed race indigenous people including latinx members disabled mem ,2021-01-24
258,BLM -filter:retweets,tipi founded basis creating community indigenous activists greater austin beyond dedic ,2021-01-24
259,BLM -filter:retweets,colorado militia blm antifa inciter insurrection kyle clark ,2021-01-24
260,BLM -filter:retweets,feel orgs like black people murdered whats plan slow yo roll im ju ,2021-01-24
261,BLM -filter:retweets,black white would say china russia nazi germany water canno ,2021-01-24
262,BLM -filter:retweets,cop killer make democrats enabled supported blm antifa ,2021-01-24
263,BLM -filter:retweets,mean blm protests peaceful except people came ,2021-01-24
