,Search,Tweet,Entered on,pos_score,neu_score,neg_score,compound_score,angry_score,fear_score,happy_score,sad_score,surprise_score
0,liberal,libs ignorant flip channel find state run liberal media hiding ,2020-11-18,0.0,0.65,0.35,-0.5106,0.67,0.0,0.0,0.33,0.0
1,liberal,twitter far left platform hence responses also love ,2020-11-18,0.375,0.625,0.0,0.6369,0.0,0.25,0.25,0.5,0.0
2,liberal,liberal 1 willing respect accept behavior opinions different one open new ideas 2 rela ,2020-11-18,0.363,0.637,0.0,0.6908,0.0,0.5,0.5,0.0,0.0
3,liberal,everyone thread needs listen newest episode damn ,2020-11-18,0.0,0.69,0.31,-0.4019,0.0,0.0,0.0,1.0,0.0
4,liberal,fact c ,2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,liberal,ah sorry missed liberal part upset going back brunch ,2020-11-18,0.0,0.496,0.504,-0.6249,0.0,0.5,0.0,0.5,0.0
6,liberal,miss old ny liberal sauce dipped sht ,2020-11-18,0.0,0.789,0.211,-0.1531,0.0,0.0,0.0,1.0,0.0
7,liberal,pelosi schumer unwilling make deal ,2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,liberal,stop great reset democratliberal communism agenda ,2020-11-18,0.398,0.388,0.214,0.4404,0.0,0.0,1.0,0.0,0.0
9,liberal,conservative health critic michelle rempel garner accuses liberal g ,2020-11-18,0.0,0.571,0.429,-0.5423,0.0,0.0,0.0,0.0,0.0
10,liberal,mean america right leaning someone even remotely liberal pretty left lot country ,2020-11-18,0.225,0.775,0.0,0.4939,0.0,0.33,0.33,0.33,0.0
11,liberal,negative mindset thinking completely igno ,2020-11-18,0.0,0.519,0.481,-0.5719,0.0,0.0,0.0,0.5,0.5
12,liberal,ill thought ban could possibly succeeded come liberal cave ,2020-11-18,0.184,0.395,0.421,-0.5574,0.0,0.0,0.0,0.5,0.5
13,liberal,giv newsom argument universal suffrage poster boy white privilege ,2020-11-18,0.208,0.583,0.208,0.0,0.0,1.0,0.0,0.0,0.0
14,liberal,liberal democrat socialist free market regulatin trust bustin cogitatin belly rubbin cynic ,2020-11-18,0.367,0.5,0.133,0.6369,0.0,0.67,0.33,0.0,0.0
15,liberal,notaleaderjustaliberal pm scotty bully bunch morons liberal party cruel deci ,2020-11-18,0.15,0.333,0.517,-0.765,0.0,0.0,0.0,1.0,0.0
16,liberal,allow correct peop ,2020-11-18,0.487,0.513,0.0,0.2263,0.0,0.0,0.0,0.0,0.0
17,liberal,megyn kelly claims leaving new york city liberal response george floyd killing ,2020-11-18,0.0,0.714,0.286,-0.6597,0.0,0.0,0.0,0.33,0.67
18,liberal,nonetheless seems labor liberal want full service broker always upper hand getting yo ,2020-11-18,0.29,0.71,0.0,0.5423,0.0,0.25,0.0,0.75,0.0
19,liberal,liberal derangement comment section truly sight behold ,2020-11-18,0.326,0.674,0.0,0.4404,0.0,0.0,0.0,0.0,0.0
20,liberal,totally corrupt charity heres idea dont try responsible journalists actually ,2020-11-18,0.236,0.613,0.15,0.277,0.0,0.5,0.25,0.0,0.25
21,liberal,please please tell joking reparations yet another person spoon fed liberal bs cnn ,2020-11-18,0.394,0.606,0.0,0.6705,0.0,0.0,0.25,0.75,0.0
22,liberal,liberal hero mass murderer ,2020-11-18,0.353,0.196,0.451,-0.25,0.0,0.0,0.0,0.0,0.0
23,liberal,bitch liberal doesnt make bisexual accept wh ,2020-11-18,0.0,0.455,0.545,-0.717,0.0,0.0,0.0,1.0,0.0
